Name, Region, Type, Ownership, Location, Services, NHIS accredited
DORMAMA CHPS COMPOUND,,CHPS Compound,overnment,,General,yes
EDDYAMPS PHARMACY LTD,Western Region,Pharmacy,rivate,H/NO. 319  SAWMILL  P.O.BOX MC 630 TAKORADI,Pharmacy,yes
EDDYAMPS PHARMACY LTD(FIJAI),Western Region,Pharmacy,rivate,SAWMILL  KESIMINTSIM,Pharmacy,yes
EDEWAKROM CHPS COMPOUND,,CHPS Compound,overnment,EDEWAKROM  81 AKONTOMBRA  BOX 7 SEFWI WIAWSO,General,yes
EDWUANOKROM CHPS ZONE,Western Region,CHPS Compound,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
EFF-ESS PHARMACY,Western Region,Pharmacy,rivate,3/4 LIBERATION ROAD  BOX MC 1774  TAKORADI,Pharmacy,yes
EFFIA NKWANTA REGIONAL HOSPITAL,Western Region,Secondary Hospital,overnment,FIJAI JUNCTION  P.O.BOX 229  SEKONDI,General,yes
EFFMANS CLINIC,Western Region,Clinic,rivate,APREMDO NEAR THE BRIDGE P.O.BOX AX 1873  TAKORADI,General,yes
EGAM CLINIC,Western Region,Clinic,rivate,H/NO. 12B/16 11TH STREET  ASAMANSUDO  P.O.BOX 142  SEKONDI,General,yes
EGYAMBRA CHPS COMPOUND,Western Region,CHPS Compound,overnment,EGYAMBRA  P.O. BOX 49  DHA  AGONA,General,yes
EKABEHU HEALTH CENTER,Western Region,Health Centre,overnment,Box 96  Half Assini,General,yes
EL-SHIVA CLINIC,Western Region,Clinic,rivate,BAWDIE-DOMPIM. TRUNK ROAD C/O P.O.BOX AX 867  TAKORADI,General,yes
ELUBO HEALTH CENTER,Western Region,Health Centre,overnment,Box 96  Half Assini,General,yes
ENCHI GOV'T HOSPITAL,Western Region,Primary Hospital,overnment,ENCHI  P.O.BOX 66  ENCHI,General,yes
ENO MARY MATERNITY HOME,Western Region,Maternity Home,rivate,DOMEABRA #2,Antenatal  Post-natal,yes
ESHIEM CHPS COMPOUND,Western Region,CHPS Compound,overnment,ESHIEM TOWN  C/O BOX 187 GHS SEKONDI,General,yes
ESIAMA HEALTH CENTER,Western Region,Health Centre,overnment,BOX1 ESIAMA WR,General,yes
ESSAM HEALTH CENTRE,Western Region,Health Centre,overnment,ESSAM NEAR SSB BANK  PMB ESSAM (DHA),General,yes
ESSIKADU HOSPITAL,Western Region,Primary Hospital,overnment,ESSIKADU  P.O. BOX 187  SEKONDI,General,yes
ESSIKUMA CHPS COMPOUND,Western Region,CHPS Compound,overnment,ESSIKUMA,General,yes
ESSIKUMA CHPS COMPOUND,,CHPS Compound,overnment,,General,yes
EWUKU CHPS COMPOUND,Western Region,CHPS Compound,overnment,EWUKU  C/O MHD P.O.BOX 19 AXIM,General,yes
FASSIN CHPS COMPOUND,Western Region,CHPS Compound,overnment,FASN  P.O.BOX 49  AGONA,General,yes
FATHER THOMAS ALAN ROONEY MEMORIAL HOSPITAL,Western Region,Primary Hospital,ission,ASANKRANGWA  P.O.BOX 16,General,yes
FATHER THOMAS ALAN ROONEY MEMORIAL HOSPITAL,,Primary Hospital,ission,,General,yes
FAWOMANYE CHPS COMPOUND,,CHPS Compound,overnment,FAWOMANYE  BOX 37  SHAMA,General,yes
FIRST STOP PHARMACY,Western Region,Pharmacy,rivate,H/NO 95/1 OLD JOHN SAROAH RD P.O.BOX AX69 TAKORADI,Pharmacy,yes
FLORENCE MATERNITY HOME,Western Region,Maternity Home,rivate,BEHIND AMARJARO DEPOT,Antenatal  Post-natal,yes
FOCUS DIAGNOSTIC SERVICES,,Diagnostic Centre,rivate,HSE# 80A/5  KOJOKROM  P. O. BOX KJ 55  KOJOKROM,Diagnostic,yes
FONTLIFE PHARMACY LIMITED,Western Region,Pharmacy,rivate,TANOKROM SCHOOL JUNCTION PTI TAKORADI  P.O. BOX TD 910 TAKORADI,Pharmacy,yes
FOSUKROM CHPS COMPOUND,Western Region,CHPS Compound,overnment,C/O DHA BOX 29  FOSUKROM,General,yes
G.K. NIPAH CHEMICAL SHOP,Western Region,Chemical Shop,rivate,BOX 27-SEFWI BEKWAI,Pharmacy,yes
GABUSU CLINIC,Western Region,Clinic,rivate,KWESIMINTSIM,General,yes
GEMAR HEALTHCARE LIMITED  CHAPEL HILL,Western Region,Clinic,rivate,SHIPPERS'S ROAD  CHAPEL HILL SCHOOL JUNCTION  P.O. BOX SC 88  SEKONDI,General,yes
GEMAR HEALTHCARE LIMTED  AGONA NKWANTA,Western Region,Clinic,rivate,AGONA NKWANTA MAIN LORRY STATION  P.O. BOX SC 88  SEKONDI,General,yes
GEORICHCAT CHEMICAL SHOP,,Chemical Shop,rivate,NKWANTATWAM (LORRY PARK)  BOX 30 ASANKRANGWA,Pharmacy,yes
GHANA MUSLIM MISSION MATERNITY/CLINIC,Western Region,Maternity Home,ission,NKATIESO  P.O.BOX 14  BENCHIMAAH/NKATIESO,Antenatal  Post-natal,yes
GHANA NUNGUAH CHPS COMPOUND,Western Region,CHPS Compound,overnment,Mark Atta Gyambra,General,yes
GHANA RUBBER ESTATE LIMITED CLINIC,Western Region,Clinic,overnment,P.O.BOX 228(TL)  TAKORADI  ABURA,General,yes
GLADO DENTAL CLINIC,Western Region,dental clinic,rivate,Queen of Peace  Anaji  Takoradi,general services         dental  ,no
GLORY OF GOD MATERNITY HOME,Western Region,Maternity Home,rivate,AK 4 NEW TOWN P.O.BOX 65  DABOASE,Antenatal  Post-natal,yes
GOODBRAND PHARMACY,Western Region,Pharmacy,rivate,H/NO. 47 HIDEOUT BAICERY STREET  BOX AX1465  TAKORADI,Pharmacy,yes
GRACEWILL PHARMACY LIMITED,Western Region,Pharmacy,rivate,25/4 KWESIMINSTIM ZONGO LANE  P.O.BOX AX 435 TAKORADI,Pharmacy,yes
GRAMER CHEMIST,Western Region,Pharmacy,rivate,KARKL?.. JUNCTION  P.O.BOX 54  TARKWAH,Pharmacy,yes
GRAVEL YARD CHPS ZONE,Western Region,CHPS Compound,overnment,C/o Ghana Health service  P O Box 112 Asankrangwa,General,yes
GRAVEL YARD CHPS ZONE,,CHPS Compound,overnment,,General,yes
GREENSHIELD CLINIC,Western Region,Primary Hospital,rivate,P.O.BOX 193  SETWI-WIAWSO,General,yes
GUIDE STAR CHEMICALS,Western Region,Chemical Shop,rivate,P.O.BOX 31 SHAMA,Pharmacy,yes
GWIRA BANSO CHPS ZONE,Western Region,CHPS Compound,overnment,C/O DHD BOX 19 AXIM,General,yes
GYEDUA-ASAMAN CHPS COMPOUND,Western Region,CHPS Compound,overnment,GYEDUA   BOX 51  WASSA AKROPONG,General,yes
HALF ASINI GOVERNMENT HOSPITAL,Western Region,Primary Hospital,overnment,HALF ASSINI  P.O.BOX 96,General,yes
HILL TOP CLINIC,Western Region,Clinic,rivate,Kwamenakrom (Nsuta)  H/N 1/109 TANSO  P.O. BOX 13,General,yes
HOLY CHILD HEALTH CENTRE  FIJAI,Western Region,Health Centre,ission,WEST FIJAI  P.O. BOX M/C 3053  TAKORADI,General,yes
HOLY CHILD HEALTH CENTRE(EGYAM),Western Region,Health Centre,ission,EGYAM GROTTO P.O.BOX 236 TAKORADI,General,yes
HUMJIBRE CLINIC,Western Region,Health Centre,overnment,P.O.BOX 108  SEFWI HUMJIBRE,General,yes
IN GOD WE TRUST CHEMICAL SHOP,Western Region,Chemical Shop,rivate,ATEIKU,Pharmacy,yes
INCHABAN CHPS,Western Region,CHPS Compound,overnment,INCHABAN AMAAFO  BOX 44  SHAMA,General,yes
INSUSIDING CHPS COMPOUND,Western Region,CHPS Compound,overnment,INSUSIDING,General,yes
INTEGRITY HEALTH CONSULT,Western Region,clinic,rivate,OPP TOTAL FILLING STATION SEKONDI ROAD,General services  scan  ECG services  pharmacy laboratory,yes
IT IS THE LORD MATERNITY HOME,Western Region,Maternity Home,rivate,ATEIKU OPP CHURCH OF CHRIST  P.O. BOX 6 ATEIKU,Antenatal  Post-natal,yes
J K ADOMAKO CHEMICAL SHOP,Western Region,Chemical Shop,rivate,BOX 127-BIBIANI,Pharmacy,yes
JAPA CHPS ZONE,Western Region,CHPS Compound,overnment,JAPA  BOX 51  WASSA AKROPONG,General,yes
JAWAY WHARF,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
JEMA CHPS COMPOUND,,CHPS Compound,overnment,JEMA  ALONG THE ENCHI BOINSO ASEMKROM ROAD  C/O DHD BOX 66 ENCHI,General,yes
JEMIMA CRENTSIL  CLINIC AND MATERNITY,Western Region,Clinic,rivate,KWESIMINTSIM,General,yes
JEMOZ PHARMACY,Western Region,Pharmacy,rivate,ASTORIA ROAD  P.O.BOX BOX 423 TARKWA,Pharmacy,yes
JEOPAT SAVIOUR MEDILAB CLINIC,Western Region,Clinic,rivate,TAMSO,General,yes
JEOPAT SAVIOUR MEDILAB LABORATORY,Western Region,Laboratory,rivate,BOX 187  ASSIN FOSU,Laboratory,yes
JEOPAT SAVIOUR MEDILAB ULTRASOUND,,Ultrasound,rivate,,Ultra Sound Scan,yes
JOEPAT SAVIOUR MEDILAB,Western Region,Laboratory,rivate,TAMSO,Laboratory,yes
JOEPAT SAVIOUR MEDILAB,Western Region,Laboratory,rivate,P.O.BOX 187  ASSIN FOSU,Laboratory,yes
JOEPAT SAVIOUR MEDILAB,,Laboratory,rivate,,Laboratory,yes
JOHNSON LICENSE CHEMICAL SHOP,Western Region,Chemical Shop,rivate,SUSUMENETEE  P.O. BOX 89  SEFWI WIAWSO,Pharmacy,yes
JOHNSON MENSAH LICENSED CHEMICAL SHOP,Western Region,Chemical Shop,rivate,H/NO EN/KD 003 ENCHI  P.O. BOX 20 ENCHI,Pharmacy,yes
JOPISO PHARMACY LIMITED,Western Region,Pharmacy,rivate,DAVIES AVENUE-ANAJI-NAMIBIA  P.O.BOX AX 368  TAKORADI,Pharmacy,yes
JOSVER CHEMICAL,Western Region,Chemical Shop,rivate,H/NO/12/3 MAIN ROAD TRAFFIC LIGHT APOLO JUNCTION(JERUSALEM QUARTERS) P.O. BOX 0371(K1)  KWESIMINTSIM,Pharmacy,yes
JOY CHEMICAL SHOP,Western Region,Chemical Shop,rivate,KOO-DJAN STREET P.O.BOX 7 TACHIMAN,Pharmacy,yes
JUABESO DISTRICT HOSPITAL,Western Region,Primary Hospital,overnment,P O Box 5  Juaboso,General,yes
JUKWA-HEMAN CHPS ZONE,Western Region,CHPS Compound,overnment,JUKWA HEMAN  BOX 51 WASSA AKROPONG,General,yes
KAASE HEALTH CENTRE,Western Region,Health Centre,overnment,KAASE SEFWI C/O DHA BIA BOX 29,General,yes
KABMORE CHEMIST,Western Region,Pharmacy,rivate,AXIM ROAD NEAR BOMPEH SEC. SCHOOL  TAKORADI  P.O.BOX 0208  TAKORADI,Pharmacy,yes
KAMGBUNLI CHPS ZONE,Western Region,CHPS Compound,overnment,KAMGBUNLI  BOX 39 KAMGBUNLI-BIAMA,General,yes
KANTANKROBO CHPS ZONE,Western Region,CHPS Compound,overnment,KANTAKROBO BOX 51  KANTAKROBO,General,yes
KAVKAZ PHARMACY LTD,Western Region,Pharmacy,rivate,JOKO STORES NO.1  BOX 69  BIBIANI,Pharmacy,yes
KAYTESS MEDICAL LABORATORY,Western Region,Laboratory,rivate,P.O.BOX 12 SEFWI BOAKO,Laboratory,yes
KAYTTESS MATERNITY HOME,Western Region,Maternity Home,rivate,BOX 12  SEFWI WIAWSO,Antenatal  Post-natal,yes
KEJABIL CHPS COMPOUND,Western Region,CHPS Compound,overnment,MPOHOR ROAD  C/O DHA  BOX 49  AGONA AHANTA,General,yes
KELVIN MEDICAL LABORATORY,Western Region,Laboratory,rivate,44/9 5TH STREET SEKONDI  LS 875  SEKONDI,Laboratory,yes
KENDICKS PHARMACY,Western Region,Pharmacy,rivate,JOHN SARBAH ROAD H/NO 22/8  P.O.BOX MC 21222  TAKORADI,Pharmacy,yes
KENGEN CHPS COMPOUND,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
KINACO PHARMACY LTD,Western Region,Pharmacy,rivate,BOX 101-BIBIANI,Pharmacy,yes
KOFIEKROM ADUANA CLINIC,,Clinic,rivate,NEW ABESIM  C/O HEALTH DIRECTORATE   BIA DISTRICT  ESSAM,General,yes
KOFIKROM CHPS COMPOUND,Western Region,CHPS Compound,overnment,NEW ABESIM VIA AKAATISO  GPRTU OF TUC AKAATISO,General,yes
KOJOKROM CHPS COMPOUND,Western Region,CHPS Compound,overnment,KOJOKROM MAIN MARKET C/O BOX 187 GHS SEKONDI,General,yes
KOJOKROM CHPS ZONE,Western Region,CHPS Compound,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
KOJOKROM PHARMACY,Western Region,Pharmacy,rivate,KOJOKROM MARKET ADJACENT POLICE STATION  P.O. BOX TD 929  TAKORADI,Pharmacy,yes
KOURDJUORKROM CHPS ZONE,Western Region,CHPS Compound,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
KRAMOKROM CHPS ZONE,Western Region,CHPS Compound,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
KRISTO NTI MATERNITY HOME,Western Region,Maternity Home,rivate,SEFWI-YAWMATWA OFF KAASE ROAD  P.O.BOX 124 WENCHI B/A,Antenatal  Post-natal,yes
KUMKUMSO CHPS COMPOUND,Western Region,CHPS Compound,overnment,P.O.BOX 108  SEFWI KUMKUMSO,General,yes
KWAMAN CHPS COMPOUND,Western Region,CHPS Compound,overnment,KWAMAN-ACHICHIRE STREET  P.O. BOX 112  ASANKO,General,yes
KWAMETAWIAKROM CHPS ZONE,Western Region,CHPS Compound,overnment,PMB  ESSAM,General,yes
KWASI NKRUMAH CHPS ZONE,Western Region,CHPS Compound,overnment,KWASI NKRUMAH(AKAATISO)  C/O DHA  BIA,General,yes
KWASIKROM CHPS ZONE,Western Region,CHPS Compound,overnment,KWASIKROM  BOX 5  JUABOSO,General,yes
KWASUO BANTAMA CHPS COMPOUND,,CHPS Compound,overnment,KWASUO-BANTAMA VIA DADIESO  BOX 1 DADIESO,General,yes
KWESIMINTSIM HOSPITAL,Western Region,Primary Hospital,rivate,HOSPITAL STREET SAWMILL P.O.BOX 0603 TAKORADI,General,yes
LAREEB MEDICAL LAB,Western Region,Laboratory,rivate,HARBOUR TAXI STATION  TAKORADI,Laboratory,yes
LAREEB MEDICAL LAB,,Laboratory,rivate,,Laboratory,yes
LIVING WELL CHPS COMPOUND,,CHPS Compound,overnment,GRABDO  C/O SHAMA HEALTH DIRECTORATE  BOX 37  SHAMA,General,yes
LIZZY MATERNITY HOME,Western Region,Maternity Home,rivate,BOX 51  SEFWI ASAWINSO,Antenatal  Post-natal,yes
LIZZY'S MATERNITY HOME,Western Region,Maternity Home,rivate,AKAATISO. C/O ESSAM Health Centre,Antenatal  Post-natal,yes
M K DWAMENA CHEMICAL SHOP,Western Region,Chemical Shop,rivate,P O Box 32  Juaboso,Pharmacy,yes
MAGGIE'S MATERNITY HOME,Western Region,Maternity Home,rivate,GYATO C/O/JUABOSO GOVT HOSPITAL,Antenatal  Post-natal,yes
MAMUDU KROM HEALTH CENTRE,Western Region,Clinic,rivate,MAMUDUKROM-JUABOSO  P.O.BOX 5 JUABOSO,General,yes
MANSISO CHPS,Western Region,CHPS Compound,overnment,MANSISO  BOX 51  WASSA AKROPONG,General,yes
MANSO AMENFI HEALTH CENTRE,Western Region,Health Centre,overnment,MANSO AMENFI  P.O.BOX 36-ASANKRANGWA,General,yes
MANSO COMMUNITY CLINIC,Western Region,Health Centre,overnment,MANSO,General,yes
MANSO COMMUNITY CLINIC,,Health Centre,overnment,,General,yes
MANUKROM CHPS COMPOUND,Western Region,CHPS Compound,overnment,MANUKROM,General,yes
MARY AKUBAH EWOO MEMORIAL CLINIC & MATERNITY HOME,Western Region,Maternity Home,rivate,AKWIDAA NEW TOWN  C/O P.O.BOX AX 343  TAKORADI,Antenatal  Post-natal,yes
MATECO DRUGS & TRADING ENTERPRISE,Western Region,Chemical Shop,rivate,H/NO DA 62  DADIESO  P.O. BOX 17  DADIESO,Pharmacy,yes
MEMPEASEM HEALTH CENTER,Western Region,Health Centre,overnment,MEMPEASEM  C/O/ DHA  BIA,General,yes
METRO HEALTH CLINIC AND SCREENING CENTRE,Western Region,CHPS Compound,overnment,SEKONDI OLD HOSPITAL,General,yes
MMEREWA CLINIC,Western Region,Health Centre,overnment,P.O.BOX 108  SEFWI  MMEREWA,General,yes
MODERN MEDICAL LABORATORY,Western Region,Laboratory,rivate,STANDARD CHARTERED ST  P.O.BOX 457  TARKWA,Laboratory,yes
MOSEASO CHPS,Western Region,CHPS Compound,overnment,Moseaso C/o Ghana Health service  P O Box 112 Asankrangwa,General,yes
MOSEASO CHPS,,CHPS Compound,overnment,,General,yes
MOSES JASI ADDAE,Western Region,Chemical Shop,rivate,BIANI NEWTOWN  P.O. BOX 100  BIBIANI,Pharmacy,yes
MPATABA CHPS COMPOUND,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
MPOHOR HEALTH CENTRE,Western Region,Health Centre,overnment,MPOHOR,General,yes
MPOHOR HEALTH CENTRE,,Health Centre,overnment,,General,yes
MRS AKOTOS MAT. HOME /CLINIC,Western Region,Clinic,rivate,TAKORADI,General,yes
MRS. AKOTO MATERNITY HOME,Western Region,Maternity Home,rivate,TAKORADI,Antenatal  Post-natal,yes
MY GOD IS ABLE MATERNITY HOME,,Maternity,rivate,ASSAEKAE BODUAO ROAD  BOX TD 743,Antenatal  Post-natal,yes
NAGEL MEMORIAL SDA CLINIC,Western Region,Health Centre,ission,TIMBER BAR LIBRATION ROAD  P.O.BOX MC 73  TAKORADI,General,yes
NALLICE MATERNITY HOME,Western Region,Maternity Home,rivate,ABOBOYAA/JUABOSO C/O BOX 5 JUABOSO HOSPITAL,Antenatal  Post-natal,yes
NANA BENIE MEMORIAL HEALTH CENTRE,Western Region,Health Centre,overnment,OPPOSITE AGRIC QTRS ANYINASE-NZEMA  P.O. BOX 22  ANYINASE,General,yes
NANA HIMA-DEKYI (DIXCOVE GOVERNMENT ) HOSPITAL,Western Region,Primary Hospital,overnment,DIXCOVE  P.O.BOX 05  DIXCOVE,General,yes
NANAKO CHPS,Western Region,CHPS Compound,overnment,NANANKO  BOX 51  WASSA AKROPONG,General,yes
NAS MATSON PHARMACY,Western Region,Pharmacy,rivate,LIBERATION ROAD P.O.BOX MC 318  TAKORADI,Pharmacy,yes
NEW AMANFUL CHPS COMPOUND,Western Region,CHPS Compound,overnment,BOX 49 DHA  APOWA,General,yes
NEW PAPAASE CHPS COMPOUND,Western Region,CHPS Compound,overnment,PMB ESSAM,General,yes
NEW TAKORADI HEALTH CENTRE,Western Region,Health Centre,overnment,NEW TAKORADI,General,yes
NEW TOWN CLINIC,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
NKROFUL HEALTH CENTRE,Western Region,Health Centre,overnment,B&Q; HOTE  C/O DHA  P.O. 38  NKROFUL,General,yes
NKWADUM CHPS COMPOUD,,CHPS Compound,overnment,NKWADUM  BOX 7  SEFWI AKONTOMBRA,General,yes
NKWANTANUM CHPS COMPOUND,,CHPS Compound,overnment,NKWANTANUM COMMUNITY  P. O. BOX 112 ASANKRAGWA,General,yes
NSADWESO CHPS COMPOUND,Western Region,CHPS Compound,overnment,C/O P.O.BOX  48  DABOASE,General,yes
NSOWAKROM CHPS ZONE,Western Region,CHPS Compound,overnment,NSOWAKROM  C/O DHA  ESSAM,General,yes
NSUAEM NO.2 CHPS COMPOUND,Western Region,CHPS Compound,overnment,NSUAEM NO.2  BOX 51  WASSA AKROPONG,General,yes
NSUASUA CHPS ZONE,Western Region,CHPS Compound,overnment,NSUASUA  P.O.BOX 7  WIAWSO,General,yes
NUBA CHPS COMPOUND,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
NYAMEGYESO CHPS ZONE,Western Region,CHPS Compound,overnment,NYAMEGYESO CHPS ZONE  P.O. BOX 7  WIAWSO,General,yes
NYAMEKEBELA CHEMICAL SHOP,Western Region,Chemical Shop,rivate,Box 140  Jaway Wharf,Pharmacy,yes
NZEMETIANU CHPS COMPOUND,Western Region,CHPS Compound,overnment,Box 96  Half Assini,General,yes
ODA LOW CHEMICAL SHOP,Western Region,Chemical Shop,rivate,OPPOSITE NEW MARKET  P.O.BOX 1  TIKOBO NO. 1,Pharmacy,yes
ONART PHARMACY,Western Region,Pharmacy,rivate,KWESIMINTSIM,Pharmacy,yes
OPPONG VALLEY HEALTH CENTER,Western Region,Health Centre,overnment,OPPONG VALLEY  BOX 51 WASSA AKROPONG,General,yes
OSBERT CLINIC,,Clinic,rivate,ELLUOKROM  C/O BOX 90 ESSAM,General,yes
OSBERT MATERNITY HOME,Western Region,Maternity Home,rivate,SEFWI-ELLNOKROM  C/O DHD ESSAM,Antenatal  Post-natal,yes
OSEIKOJOKROM CHPS,Western Region,CHPS Compound,overnment,OSEIKOJOKROM  C/O DHA  BIA BOX 29,General,yes
OSSKOFF SMILE DENTAL CLINIC,Western Region,Dental Clinic,rivate,LIBRATION ROAD P.O.BOX MC 1745  TAKORADI,Dental,yes
OUR LADY OF FATIMA CLINIC,Western Region,Clinic,rivate,Box 47  Bonyere,General,yes
OWUSU ANSAH CHPS,Western Region,CHPS Compound,overnment,CASHIERKROM  C/O DHA BIA,General,yes
PABOASE CHPS ZONE,Western Region,CHPS Compound,overnment,PABOASE  P.O.BOX 7  S/WIAWSO  DHA,General,yes
PATAKRO CHPS ZONE,Western Region,CHPS Compound,overnment,PATAKRO  BOX 5 JUABOSO,General,yes
PEACE MATERNITY HOME,Western Region,Maternity Home,rivate,ADABOKROM NEAR PENTECOST CHURCH  C/O/BOX 203 BEREKUM B/A,Antenatal  Post-natal,yes
PEACE MEDICAL LABORATORY,Western Region,Laboratory,rivate,H/NO. 4/9 SAWMILL BUS-STOP  KWASIMINTSIM ROAD  P.O.BOX MC 2696 TAKORADI,Laboratory,yes
PETER ROLAND DANSO CHEMICAL SHOP,Western Region,Chemical Shop,rivate,BOX 49-BIBIANI,Pharmacy,yes
PEWUAKO CHPS COMPOUND,Western Region,CHPS Compound,overnment,PEWUAKO  BOX 51  WASSA AKROPONG,General,yes
PH MEDICAL LABORATORIES,Western Region,laboratory,rivate,Kweikuma,general services  laboratory,yes
PH MEDICAL LABORATORY SERVICES LIMITED,Western Region,Laboratory,rivate,PLOT 90 KWEIKUMA (JAMKAY BUILDING) C/O KB 755  KORLE-BU  ACCRA,Laboratory,yes
PHILIP NUAKO CHEMICAL SHOP,Western Region,Chemical Shop,rivate,HOSPITAL ROAD BOX 101  BIBIANI,Pharmacy,yes
PRESBYTERIAN CLINIC-PAPUESO,Western Region,Health Centre,ission,BOX 46  ENCHI,General,yes
PRESBYTERIAN HEALTH CENTER ENCHI,Western Region,Health Centre,ission,NEW DENKYRA  ENCHI-YAKASI ROAD P.O. BOX 46,General,yes
PRESBYTERIAN HEALTH CENTRE  KWAME BIKROM,Western Region,Health Centre,ission,ABAASE  C/O P.O.BOX 20  SEFWI ESSAM,General,yes
PRINCESS CHEMISTS LTD,Western Region,Pharmacy,rivate,77A/10 AXIM ROAD. MC 331  TAKORADI,Pharmacy,yes
PRINCESS TOWN HEALTH CENTRE,Western Region,Health Centre,overnment,P.O. BOX 49  AGONA NKWANTA,General,yes
R.E FYNN CHEMICAL SHOP,Western Region,Chemical Shop,rivate,MAIN STREET MKT SQ BEPOSO  P.O. BOX 24 BEPOSO  SHAMA,Pharmacy,yes
RABBONI CHRISTIAN HOSPITAL LTD,Western Region,primary hospital,rivate,Commercial Street opposite GT Bank Tarkwa,General services  scan  ECG services  antenatal  pharmacy  laboratory  pediatrics  surgery  dental  eye services,yes
RAPHA MEDICAL LABORATORY,Western Region,Laboratory,rivate,KWESIMINTSIM,Laboratory,yes
REDEEMER CLINIC,Western Region,Clinic,rivate,HS NO MD 2B BROFOYEDUR NSUTA  P.O BOX 775 TARKWA,General,yes
REED DANOS MEDICAL CENTRE,,Clinic,rivate,AHODWO-BIBIANI NEAR ESTATES  BOX 47 BIBIANI,General,yes
RICHARD KOKA CHEMICAL SHOP,Western Region,Chemical Shop,rivate,BOX 20  ENCHI,Pharmacy,yes
SAAMANG CHPS COMPOUND,Western Region,CHPS Compound,overnment,SAAMANG  BOX 51  WASSA AKROPONG,General,yes
SAHARA PHARMACY,,Pharmacy,rivate,INCHABAN  BOX 2248,Pharmacy,yes
SAINT HELIER CLINIC,Western Region,Clinic,rivate,15 WINDY RIDGE EXTENTION  P.O.BOX MC 332  TAKORADI,General,yes
SAMARTEX HOSPITAL,,Primary Hospital,rivate,SAMREBOI BOX 1  SAMREBOI,General,yes
SAMENYE HEALTH CENTER,Western Region,Health Centre,overnment,Box 96  Half Assini,General,yes
SCAN MEDICAL LABORATORY SERVICES,Western Region,Diagnostic Centre,rivate,12-14/2 OLD JOHN SARBAH ROAD  P.O. BOX MC 01664 TAKORADI,Diagnostic,yes
SDA CLINIC (KOFIKROM),Western Region,Health Centre,ission,P O Box 39  Juaboso,General,yes
SDA CLINIC (SEFWI ASAWINSO),Western Region,Health Centre,ission,BOX 16  SEFWI ASAWINSO,General,yes
SDA CLINIC AND MATERNITY HOME,Western Region,Health Centre,ission,JERUSALEM LODGE  C/O SDA Mission BOX 81  SUAMAN DADIESO,General,yes
SEFWI ASHIAM CHPS COMPOUND,Western Region,CHPS Compound,overnment,P.O.BOX 108  SEFWI ASHIAM,General,yes
SEFWI NSAWORA HEALTH CENTER,Western Region,Health Centre,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
SEFWI WIAWSO DISTRICT HOSPITAL,Western Region,Primary Hospital,overnment,P.O.BOX 7 SEFWI WIAWSO,General,yes
SEFWI YAMFO CHPS,Western Region,CHPS Compound,overnment,BOX 7  SEFWI AKONTOMBRA,General,yes
SEFWI-BEKWAI HEALTH CENTRE,Western Region,Health Centre,overnment,P.O.BOX 108  SEFWI BEKWAI,General,yes
SEKYERE KROBO COMMUNITY CLINIC,Western Region,Health Centre,overnment,SEKYERE KROBO,General,yes
SEKYERE KROBO COMMUNITY CLINIC,,Health Centre,overnment,,General,yes
SEWUM HEALTH CENTRE,,Health Centre,overnment,SEWUM  C/O DHA BOX 66 ENCHI,General,yes
SHAMA HEALTH CENTRE,Western Region,Health Centre,overnment,P.O. BOX 44  SHAMA,General,yes
SILOAM GOSPEL CLINIC,Western Region,Clinic,rivate,BONYERE JUNCTION  P.O. BOX 26  BONYERE-NZEMA,General,yes
SOLAR MEDICAL LABORATORY,Western Region,Laboratory,rivate,FIRST-STOP  P.O. BOX 1127  TAKORADI,Laboratory,yes
ST ANNS MATERNITY HOME,Western Region,Maternity Home,rivate,HAYFORD  P.O. BOX 5 ESSEM V/A OSEI KOJOKROM,Antenatal  Post-natal,yes
ST JOHN OF GOD HEALTH CENTRE OSEIKOJOKROM,Western Region,Health Centre,ission,S/OSEIKOJOKROM,General,yes
ST JOHN OF GOD HOSPITAL,Western Region,Primary Hospital,ission,HOSPITAL ROAD  BOX 9  SEFWI ASAFO VIA WIAWSO,General,yes
ST LUKES METHODIST CLINIC,Western Region,Health Centre,ission,SIKAFO AMMBANFAM  BOX 47  SEFWI ESSAM,General,yes
ST MARKS ANGLICAN CLINIC,,Health Centre,ission,SUBIRI  C/O BOX 82  BIBIANI,General,yes
ST MARTIN DE PORRES HOSPITAL,Western Region,Primary Hospital,ission,MAIN ROAD-EIKUE  P.O. 06  EIKUE  O/A AXIM,General,yes
ST PAULS CLINIC,Western Region,Clinic,rivate,3/1 ESSIKAFAMBTEN  KWEIKUMA  BOX TD1421  TAKORADI,General,yes
ST THERESAS HEALTH CENTER,Western Region,Health Centre,ission,OBRAYENTOBOASE-NOPE  C/O/ P/O/BOX 16  NOPE,General,yes
